com_name,com_addr,com_area,com_class,com_trade,com_size,job_name,job_exp,job_edu,job_class,job_keyword,job_pay,job_info,postdate
思澜科技（成都）有限公司,成都市益州大道中段1800号G1座1801,成都,外资（非欧美）,"医疗设备/器械,电子技术/半导体/集成电路",少于50人,高级算法工程师（高级研发工程师）,无工作经验,硕士,算法工程师,信号处理|大数据|模式识别|智能神经网络|系统建模|matlab|数据分析|人工智能|机器学习|图像重构,1-2万/月,任职必须条件：|1、 计算机，电子工程，自动化，数学等相关专业毕业，具有硕士以上学历，3年以上相关工作经验；|2、 精通医学信号处理和分析，人工智能方面的理论及技术；|3、 精通MATLAB以及C/C++。|任职优先条件：|1、 熟悉智能神经网络，矩阵理论，具有生理系统建模和分析经验；|2、 具有信号处理和分析，数据挖掘，医学图像重构相关算法的背景及经验；|3、 熟悉大数据的分类、聚类等相关算法和数据结构，掌握常用的特征提取和变换、特征降维、特征筛选方法和效果评估；|4、 深入理解常用的机器学习算法LR，LLR，SVM，Bayes方法等，良好的模型评估技能；|5、 良好的GPA和论文发表记录；|6、 具有很强的学习能力，能迅速掌握新的知识并运用到工作中；|7、 良好的工作态度和习惯，具有团队合作精神；|8、 具有优秀的文档组织和编写能力。|本职位面向全国招聘。外地的合格应聘者公司提供面试所需往返机票和住宿费用；一经录用提供搬迁扶助资金。,04-10发布
成都亿嘉联创科技有限公司,府城大道西段399号天府新谷10号楼1202-1,成都-高新区,民营公司,"计算机软件,互联网/电子商务",50-150人,高级数据分析师,2年经验,本科,数据库工程师/管理员,周末双休|带薪年假|交通补助|话补,4-8千/月,,04-08发布
成都奥知睿云科技有限公司,创新中心天府软件园G区,成都-武侯区,民营公司,计算机软件,少于50人,NLP算法工程师,3-4年经验,本科,算法工程师,,15-25万/月,,03-22发布
成都优啦信息技术有限公司,天府新谷10号706室,成都-高新区,民营公司,"计算机软件,电子技术/半导体/集成电路",50-150人,算法工程师（实习）,无工作经验,本科,算法工程师,深度学习|成长快速|领导nice,100元/天,"职位要求|1.了解深度学习的相关概念,对图像处理相关优先|2. 精通C++、Python、JVM系语言（Java、Kotlin、scala、clojure）任意一种，且有完整项目经验|3. 具有英文文献阅读能力|4. 计算机、数学、电子专业优先|5. 能够保证连续6个月的实习时间|岗位职责：|1. 参与搭建深度学习与业务关联的基础建设|2. 参与深度学习网络的实现、训练等。|领导nice，成长快速，且本岗位提供转正机会哦~",04-10发布
四川天玑劳务服务有限公司,成都市高新区新希望国际A座1406,成都-高新区,民营公司,专业服务(咨询、人力资源、财会),1000-5000人,自动化运维岗,3-4年经验,本科,技术支持/维护经理,,15-20万/年,,02-11发布
北京国双科技有限公司,成都市高新区天府大道北段1700号环球中心W1号门1723、1725,成都-高新区,上市公司,"互联网/电子商务,通信/电信运营、增值服务",500-1000人,高级数据库工程师,5-7年经验,本科,数据库工程师/管理员,算法工程师|数据库,2-2.5万/月,,02-22发布
成都易韵科技有限公司,西航港街道大件路白家段280号（空港国际城一期）2栋1单元502/503,成都-双流区,民营公司,"计算机软件,电子技术/半导体/集成电路",少于50人,单片机开发工程师(职位编号：10001),3-4年经验,本科,电子软件开发(ARM/MCU...),嵌入式软件开发(Linux/单片机/PLC/DSP…)|嵌入式|软件工程师|音频|汽车DSP|智能音箱|人工智能|windows|程序员|上位机|单片机,0.6-1.3万/月,,02-22发布
成都联宇创新科技股份有限公司,成都市一环路东一段159号(成都电子科技大学)信息产业大厦1201,成都,上市公司,"计算机软件,通信/电信运营、增值服务",150-500人,大数据开发工程师,5-7年经验,本科,算法工程师,数据库工程师/管理员,1.5-2万/月,,03-02发布
北京班集网络科技有限公司,家园路 8号大地新光华,成都-青羊区,民营公司,"互联网/电子商务,教育/培训/院校",50-150人,网络维护工程师,3-4年经验,大专,网络工程师,网络管理(Helpdesk),4-6千/月,1、负责人工智能教室网络安装，负责与第三方安装公司的沟通协调及选择管理等；|2、负责人工智能教室网络安装、部署及调试，能独立负责局域网组建；|3、负责网络维护及故障处理，负责网络维护建设等工作；|4、了解网络通信技术和数据库相关的知识；|5、负责应急响应工作，4小时内处理临时突发事件。|任职要求：|1、计算机及网络工程相关专业，大专以上学历；|2、有网络部署安装工作经验及运维经；|3、有项目管理及协调经验的优先；|4、沟通理解能力强，能适应工作强度和压力。,03-02发布
点融,天府软件园C5,成都-高新区,民营公司,"金融/投资/证券,互联网/电子商务",5000-10000人,自然语言处理工程师 - CD3435,无工作经验,本科,算法工程师,,1-1.8万/月,,03-05发布
客如云科技（北京）股份有限公司,成都市高新区天府大道中段1268号1栋（天府软件园E1座）三层,成都-高新区,上市公司,"互联网/电子商务,餐饮业",1000-5000人,数据挖掘工程师(J10145),无工作经验,本科,数据库工程师/管理员,,1-1.5万/月,,03-06发布
四川亨通网智科技有限公司,成都国际科技节能大厦,成都-高新区,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",少于50人,数据处理工程师,2年经验,本科,软件工程师,算法工程师,0.8-1.2万/月,,03-09发布
成都科多大数据科技有限公司,腾讯成都大厦B座,成都-高新区,民营公司,"教育/培训/院校,计算机服务(系统、数据服务、维修)",150-500人,数据分析师,3-4年经验,本科,系统分析员,,5.5-8千/月,,03-09发布
一诺为信科技有限公司,高新区蜀锦路88号楚峰国际中心11楼1102A,成都,民营公司,"计算机软件,互联网/电子商务",50-150人,大数据平台架构师,3-4年经验,本科,互联网软件开发工程师,系统架构设计师|架构师,0.8-1.8万/月,,03-09发布
四川安洵信息技术有限公司,成都市高新西区百草路366号萃峰国际76栋,成都-高新区,民营公司,"互联网/电子商务,计算机软件",50-150人,数据挖掘工程师,无工作经验,本科,算法工程师,数据挖掘|算法,7.5-15万/年,,03-10发布
成都四方伟业软件股份有限公司,成都市高新区科园三路四号火炬时代C区2楼,成都,民营公司,"计算机软件,互联网/电子商务",500-1000人,品牌运营总监,5-7年经验,本科,其他,品牌,1.4-2.5万/月,,03-11发布
深圳伊赛里斯认知商业技术有限公司,软件园G5,成都-高新区,民营公司,"计算机软件,互联网/电子商务",少于50人,首席运营官,5-7年经验,大专,其他,,30-50万/年,,03-12发布
成都森川科技股份有限公司,府城大道万象南路仁和春天国际广场A座1403,成都-高新区,民营公司,"电子技术/半导体/集成电路,计算机软件",少于50人,数据分析实习生,无工作经验,本科,算法工程师,实习生,100元/天,,03-13发布
亚信软件CMC,高朋大道3号东方希望大厦,成都-高新区,合资,计算机软件,10000人以上,数据挖掘工程师,1年经验,本科,算法工程师,,0.8-2万/月,,03-17发布
成都赛创力科技有限公司,锦东路668号（牛市口）,成都-锦江区,民营公司,"仪器仪表/工业自动化,电子技术/半导体/集成电路",少于50人,机器视觉工业检测合伙人,,,算法工程师,销售工程师|机器人视觉|视觉检测|工业检测|图像识别|图像处理|视觉应用|视觉算法|缺陷检测|外观检测|工业相机,10-15万/年,,
四川创立信息科技有限责任公司,高新区神仙树北路14号,成都,国企,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,IT产品副经理（主持部门工作）,无工作经验,本科,产品总监,技术总监/经理,30-40万/年,,03-19发布
思澜科技（成都）有限公司,成都市益州大道中段1800号G1座1801,成都,外资（非欧美）,"医疗设备/器械,电子技术/半导体/集成电路",少于50人,高级算法工程师,无工作经验,硕士,算法工程师,信号处理|大数据|模式识别|智能神经网络|系统建模|matlab|数据分析|人工智能|机器学习|图像重构,1-2万/月,任职必须条件：|1、 计算机，电子工程，自动化，数学等相关专业毕业，具有硕士以上学历，3年以上相关工作经验；|2、 精通医学信号处理和分析，人工智能方面的理论及技术；|3、 精通MATLAB以及C/C++。|任职优先条件：|1、 熟悉智能神经网络，矩阵理论，具有生理系统建模和分析经验；|2、 具有信号处理和分析，数据挖掘，医学图像重构相关算法的背景及经验；|3、 熟悉大数据的分类、聚类等相关算法和数据结构，掌握常用的特征提取和变换、特征降维、特征筛选方法和效果评估；|4、 深入理解常用的机器学习算法LR，LLR，SVM，Bayes方法等，良好的模型评估技能；|5、 良好的GPA和论文发表记录；|6、 具有很强的学习能力，能迅速掌握新的知识并运用到工作中；|7、 良好的工作态度和习惯，具有团队合作精神；|8、 具有优秀的文档组织和编写能力。|本职位面向全国招聘。外地的合格应聘者公司提供面试所需往返机票和住宿费用；一经录用提供搬迁扶助资金。,04-10发布
深圳前海元同基金管理有限公司,上海浦东新区芳甸路1088号,上海-黄浦区,民营公司,金融/投资/证券,少于50人,量化策略研究员（上海）,2年经验,硕士,金融/经济研究员,,0.9-1.2万/月,"岗位职责：|  |  1、负责程序化交易的数量化模型研究和投资报告的编写；|  2、负责数据的收集和处理、数量化建模、历史数据回测以及风险收益评估等；|  3、负责交易策略程序的编写、调试、优化、维护以及监控；|  4、负责对量化交易策略进行维护、优化，保证交易策略有效、稳定实施；|  5、负责策略的实盘跟踪、更新改进和统计分析工作。|  |  岗位要求：|   |  1、研究生以上学历基础学科专业，数学，计算机，物理等专业，海外知名学府的金融工程专业，最好是理工科和金融相关专业背景，具有较强的统计分析能力；|  2、2年以上的量化投资模型的建立及策略开发经验，包括趋势反转、统计套利、量化选股等策略开发，熟悉多因子统计套利模型研究与建立；|  3、具备专业的金融理论知识和行业知识，熟悉概率论、数理统计、时间序列分析、机器学习和偏微分方程等；|  4、具有在多种交易平台下开发实现交易策略的经验，其实现语言包括Matlab, C++, Python等, 熟悉程序化交易平台的开发流程；|  5、良好的心理素质和约束能力，沟通协调能力和团队合作精神。",03-19发布
中国太平保险集团稽核中心,顺城大街308号冠城广场11楼,成都,国企,"保险,会计/审计",150-500人,西部区域中心-数据分析岗,无工作经验,本科,保险精算师,算法工程师,0.6-1万/月,,03-19发布
清华四川能源互联网研究院,天府新区海昌路36号,成都,事业单位,"电气/电力/水利,新能源",150-500人,算法工程师（清洁能源中心）,,,算法工程师,,25-30万/年,,
清华四川能源互联网研究院,天府新区海昌路36号,成都,事业单位,"电气/电力/水利,新能源",150-500人,算法工程师（能源互联网云仿真与智能决策研究中心）,无工作经验,硕士,技术研发工程师,,12-20万/年,,04-10发布
成都聚思力信息技术有限公司,成都天府大道天府软件园A7--3楼（地铁1号线天府三街站C2出口，118、115、102、84、501、504路车均可到达）,成都,外资（欧美）,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,AI人工智能,1年经验,硕士,算法工程师,,1-2万/月,,04-10发布
成都聚思力信息技术有限公司,成都天府大道天府软件园A7--3楼（地铁1号线天府三街站C2出口，118、115、102、84、501、504路车均可到达）,成都,外资（欧美）,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,AI人工智能（在校硕士/博士）,,,算法工程师,,1-2万/月,,
成都聚思力信息技术有限公司,成都天府大道天府软件园A7--3楼（地铁1号线天府三街站C2出口，118、115、102、84、501、504路车均可到达）,成都,外资（欧美）,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,人工智能算法工程师,无工作经验,硕士,软件工程师,人工智能|机器学习|算法,1-2万/月,,04-10发布
汇众天智科技,德源镇胜利北街217号（菁蓉镇）,成都-郫都区,创业公司,"计算机服务(系统、数据服务、维修),互联网/电子商务",50-150人,（实习）人工智能训练师,无工作经验,大专,实习生,数据|实习|运营|人工智能,2-3千/月,要求：|1、专科及以上文凭（专业不限）|2、熟练操作电脑，掌握基本的office软件操作|3、有耐心，能有毅力，学习能力强|4、能保证稳定工作不少于2个月|5、薪酬：底薪+绩效|工作内容：|1、提供带薪培训，简单易做，要求有耐心，可以认真对待每一张图片、每一段语音、每一段文字。|2、需大量人员处理采集数据，以建立健全的人工智能，为机器模型标注数据集，协助优化，带薪培训可不限专业；|3、具体是对图片、文本或音频进行简单处理，如画出车道线，就是简单车道标注，对机器识别的语音内容做更正，判断机器回答的正误。|面试要求|-本人携带个人简历,04-10发布
福州鑫图光电有限公司,高新区天府新谷,成都,民营公司,"电子技术/半导体/集成电路,仪器仪表/工业自动化",50-150人,GPU算法工程师,3-4年经验,本科,算法工程师,,1.2-2万/月,,04-10发布
成都心吉康科技有限公司,高新区天府大道中段萃华路89号（成都国际科技节能大厦）A座703,成都,民营公司,"医疗/护理/卫生,计算机服务(系统、数据服务、维修)",50-150人,算法工程师（可接受应届生）,无工作经验,硕士,算法工程师,算法工程师|软件工程师|研发工程师,0.8-1.2万/月,岗位职责：|1、移动医疗数据处理算法研发及实现，体征信号分析（如血氧、心电）；|2、运动状态和姿势识别算法的研发及实现；|3、睡眠分析算法的研发及实现；|4、使用MATLAB/C++或其他工具进行算法开发及维护。| |任职要求：|1、硕士以上学历，电子信息、通信、测控、控制理论及控制技术、生物医学工程或其他数字信号处理相关专业；|2、能熟练使用MATLAB、C/C++进行算法开发；|3、对数字信号处理有较深的认识；|4、有专利或论文发表者优先考虑；|5、思维敏捷、逻辑性强，认真踏实、实事求是；|6、此岗位接受应届毕业生。,04-10发布
慧众行知科技（北京）有限公司,武侯区武兴四路166号西部智谷D区2栋1单元603,成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,信号处理算法工程师（高级）,2年经验,本科,通信技术工程师,无线通信工程师,1.5-2.2万/月,1、独立或指导他人完成以下算法的研究、matlab仿真和实现：|   无线通信相关的各种信号解调算法；|   无线通信相关的各种译码算法；|   卫星通信中的各种通信协议；|2、协助高性能计算工程师完成算法的高性能实现；|3、成熟算法的对内培训；|4、对外算法相关的售前技术支持；|5、跟踪国际上最新的通信信号处理算法；|1、通信、电子等相关专业毕业，本科及以上学历，精通matlab或 C/C++编程语言；|2、熟悉通信原理及其应用、软件无线电原理等相关基础知识以及应用；|3、至少精通以下二种算法：|   无线通信相关的各种信号检测、识别、提取算法；|   无线通信相关的各种信号解调算法；|   无线通信相关的各种编译码算法；|   卫星通信中的各种通信协议；|4、至少有三年算法设计经验；|5、有实际代码实现(C/C++/其他)经验者优先；|6、具有良好的团队协作精神、善于沟通，能吃苦耐劳，能承受工作压力；|7、做过团队负责人或项目负责人|工作地：成都|联系方式：028-81409119|简历投递邮箱：zhaopin@moniloc.com,04-10发布
慧众行知科技（北京）有限公司,武侯区武兴四路166号西部智谷D区2栋1单元603,成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,GPU算法工程师（高级）,2年经验,本科,算法工程师,软件工程师|GPU|软件|算法,1.5-2.2万/月,1、以算法的高性能实现为目标，基于已有算法原型进行算法裁剪、改进，使其获得算法性能和计算性能的平衡；|2、基于算法特点，确定其硬件架构选型(GPU/CPU/MIC/嵌入式/混合/其他)，并评估预期计算性能、资源消耗；|3、基于算法特点，以其高性能实现为目标，设计特定的软件架构；|4、基于Matlab算法源码、C/C++算法源码、相关文献资料，独立或指导他人完成算法原型的仿真、高性能编程实现、基于高性能的代码优化，并达到技术指标要求；|5、跟踪高性能行业发展，视新技术特点积极引入到实际项目中，并对内进行新技术培训；|6、对外高性能实现相关的售前技术支持；|职位要求：|1、电子工程、通信工程、信号处理、应用数学、计算机等相关专业毕业，本科及以上学历；|2、熟练掌握CUDA工具的使用，包括IDE开发环境（Visual Studio）和分析工具（Nsight）；|3、精通CUDA C/C++，或OpenCL，或OpenACC等并行编程语言；|4、熟悉至少一种Nvdia GPU硬件架构；|5、有3年以上数字信号处理、通信信号处理算法移植、优化的工作经验；|6、有算法设计经验者优先；|7、有嵌入式软件编程经验者优先；|8、具有良好的团队协作精神、善于沟通，能吃苦耐劳，能承受工作压力；|9、做过团队负责人或项目负责人优先。,04-10发布
慧众行知科技（北京）有限公司,武侯区武兴四路166号西部智谷D区2栋1单元603,成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,信号处理算法工程师（中级）,无工作经验,本科,通信技术工程师,无线通信工程师,0.8-1.5万/月,1、无线通信相关的各种信号解调算法研究、matlab仿真和实现；|2、无线通信相关的各种编译码算法研究、matlab仿真和实现；|职位要求：|1、 通信、电子等相关专业毕业，本科及以上学历，精通matlab或 C/C++编程语言；|2、 熟悉通信原理及其应用、软件无线电原理等相关基础知识以及应用；|3、 了解无线通信相关的各种数字载波调制方式，或各种信道纠错编译码；|4、 有实际代码实现(C/C++/其他)经验者优先；|5、具有良好的团队协作精神、善于沟通，能吃苦耐劳，能承受工作压力；|工作地：成都|联系方式：028-81409119|简历投递邮箱：zhaopin@moniloc.com,04-10发布
清华四川能源互联网研究院,天府新区科学城,成都,事业单位,"电气/电力/水利,新能源",150-500人,算法工程师(能源传感及通讯研究所),无工作经验,本科,算法工程师,算法工程师|数据库,10-18万/年,能源传感及通讯研究所依托清华大学、清华能源互联网研究院的技术成果和孵化平台，聚合了多名资深博士工程师和专家，主要从事能源互联网微型传感器件及系统的研究。研究所致力于通过电磁技术、材料技术、微电子技术以及物联网的交叉融合，开发先进的分布式物联网级高性能传感技术，为能源互联网提供全面、有效、实时、创新的信息支撑，从而实现能源互联网能量流、信息流和业务流的感知、调控与深度融合。|工作职责:|1、根据业务需求设计实验样本数据收集方法，以及前期数据准备工作|2、数据的机器学习算法设计与优化，包括室内定位，时序分析预测，异常检测等|3、对设计的算法进行详细的文档编写，并进行相关文件的规范化输出|4、根据业务需求，参与数据库的设计|任职要求:|1、计算机、数学、物理或相关专业在读或毕业，本科及以上学历|2、 熟悉数据库基本原理，了解PostgreSQL、InfluxDB数据库的优先考虑|3、熟悉计算机算法导论|4、 熟悉机器学习算法如随机森林、卷积网络、聚类分析、LSTM等|5、 熟悉深度网络框架如Tensorflow，Deeplearning4j等，有CUDA编程经验者优先考虑|6、优秀的学习能力和团队协作能力,04-10发布
成都国铁电气设备有限公司,成都市航空港长江路二段1号,成都,民营公司,"交通/运输/物流,计算机服务(系统、数据服务、维修)",150-500人,图像算法工程师,,,算法工程师,周末双休|带薪年假|全勤奖|出差补贴|节日福利|立即上岗,4.5-6千/月,"岗位描述：|职责:|1、进行视频图像采集、视频图像压缩算法研究；|2、进行图像处理、图像拼接算法研究；|3、进行图像识别算法研究。|要求：|1、计算机、软件工程、模拟识别、图像处理等相关专业毕业，年龄35以下；|2、全日制硕士及以上学历，2年以上相关工作经验；|3、精通matlab等算法工具；|4、精通图像处理原理及算法、图像识别、图像拼接融合原理及算法；|5、熟悉C++等相关开发语言和OpenCV等图像开发包；|6、富有团队精神、责任感、沟通能力强，乐于配合和协作他人共同完成工作，有良好的团队意识和沟通能力，抗压能力良好。|优先：熟悉机器学习、神经网络等算法者,或图像缺陷识别、号牌识别、轨迹跟踪等算法经验者优先。",
车旦生活四川总公司,成都市武侯区高朋大道11号F座5楼,成都,民营公司,"互联网/电子商务,汽车及零配件",150-500人,语音信号处理算法工程师（实习）,无工作经验,本科,语音/视频/图形开发工程师,算法工程师|算法|语音|研发|matlab,4-8千/月,1、负责音频系统前端信号处理的算法的设计和实现|岗位要求：|1、大学本科及以上学历，通信及信号处理相关专业毕业，1年以上工作经验；|2、精通C/C++、matlab语言，熟练使用VisualStudio、matlab开发环境；|3、熟悉自适应滤波及相关语音信号谱分析技术，掌握Echo Cancellation，Noise Suppression、语音增强、阵列信号处理、声源分离等，有抗混响、Beamforming、语音增强算法的实际经验，能够根据实际产品需求评估并调整算法实现或者参数等；|4、了解采用深度学习进行语音信号处理的方法；|5、具备扎实的数学基础，数学推导能力，数字信号处理理论和实际经验；|6、有较强的分析问题和独立解决问题的能力；|7、有语音识别和阵列信号处理实际项目经验者优先 .,04-08发布
成都臻识科技发展有限公司,成都市高新区交子大道300号icp环汇商业广场22楼,成都-高新区,民营公司,"计算机软件,计算机硬件",50-150人,深度学习算法工程师,2年经验,硕士,算法工程师,,25-40万/年,,04-09发布
成都西纬科技有限公司,天府软件园C区12栋6楼,成都-高新区,民营公司,"通信/电信运营、增值服务,通信/电信/网络设备",50-150人,视觉算法工程师（模式识别及结构光方向）,无工作经验,硕士,算法工程师,高级软件工程师,1.3-2.5万/月,工作职责： |1、参与公司关于基于面结构光和模式识别方面的项目 |2、负责人脸检测、人脸点对齐、人脸识别、人脸表情等人脸相关技术，以及手势、眼球跟踪等技术的研究 |3、负责人脸算法，手势、眼球跟踪等算法的研发及工程优化 |4、通过研读相关领域文献寻找解决项目需要的问题的最优算法 |5、通过Matlab/OpenCV等对算法进行功能、性能仿真和验证 |6、利用C/C++在目标平台上实现算法 |任职要求： |1、计算机相关专业，硕士及以上学历，精通模式识别或结构光，有扎实的数学基础 |2、在相关领域，有实际算法开发经验 |3、熟练掌握C/C++、Python、Matlab等至少一门语言 |4、熟悉人脸、手势识别、眼球跟踪中一种或多种相关技术，有项目实践经验 |5、有熟练的阅读英文文献能力 |6、有参加过FDDB，300W等竞赛并有较好名次的优先 |7、有深度学习相关经验的优先,04-08发布
成都西纬科技有限公司,天府软件园C区12栋6楼,成都-高新区,民营公司,"通信/电信运营、增值服务,通信/电信/网络设备",50-150人,视觉算法工程师 - 智能制造方向,3-4年经验,本科,算法工程师,,1.3-2.5万/月,工作职责：|1、参与公司关于机器视觉应用于智能制造方面的项目|2、通过研读相关领域文献寻找解决项目问题的最优算法|3、通过Matlab/OpenCV/Python等对算法进行功能、性能仿真和验证|4、对算法进行工程化应用|任职要求：|1、在机器视觉和机器学习领域有过实际算法开发经验|2、熟悉机器学习以及深度学习在工业检测中的应用，包括但不限于瑕疵检测、缺陷检测、外观检测等|3、有较丰富的智能制造、工业检测方面相关算法开发的经验|4、扎实的计算机视觉、机器学习相关的数学基础，并熟悉这些知识在视觉领域中的应用|5、有良好的编程基础，熟悉c/c++/python等语言|6、有发明创造的理想和热情，致力于创造解决实际问题的视觉感知技术|7、 具备利用深度学习进行缺陷检测经验者优先,04-08发布
深圳市长亮科技股份有限公司,软件园,广州-天河区,上市公司,"计算机软件,计算机服务(系统、数据服务、维修)",1000-5000人,金融、互联网 数据分析挖掘 机器学习专家,无工作经验,硕士,大数据开发/分析,算法工程师|数据分析|数据挖掘|机器学习|高级|资深|专家,1.5-2.5万/月,,04-08发布
成都臻识科技发展有限公司,成都市高新区交子大道300号icp环汇商业广场22楼,成都-高新区,民营公司,"计算机软件,计算机硬件",50-150人,算法工程师,3-4年经验,本科,算法工程师,,20-30万/年,,04-09发布
京东集团总部,成都市武侯区西部智谷,成都,外资（欧美）,互联网/电子商务,10000人以上,中高级大数据挖掘/算法工程师,,,算法工程师,算法|数据挖掘,1.5-5万/月,1、基于海量数据和大数据平台，开发设计高可扩展/高并发/高效的数据挖掘、机器学习、统计分析、图等算法，挖掘用户风险行为；|2、基于聊天、商品评论、网络爬虫等数据，结合NLP算法模型对文本进行语义解析、实体识别、文本分类和聚类等，实现对异常文本信息检测和识别|3、利用数据挖掘、机器学习、AI等技术的应用、以及对技术的创新和设计识别风险行为及场景，包含人机识别、社区关系网络、打假反作弊、风险画像、NLP、图像语音识别与反识别等技术的探索和应用；|岗位职责：|1. 熟悉常用数据挖掘模型原理，并有实际项目的模型开发、应用和优化经验；|2. 至少熟悉一种编程语言，scala、Python、R、SAS等，熟练使用SQL，熟悉Spark；|3. 熟练使用Caffe，keras，Torch，tensorflow等深度学习框架，喜欢研究前沿技术，有实际项目应用经验者优先！|4. 对数据、业务、商业敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神，乐于分享、勇于承担；,
成都华迈通信技术有限公司,"成都市高新区天府软件园C区10号楼6楼（可乘118,102,115到新会展中心站）",成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,高级视频算法工程师,3-4年经验,本科,算法工程师,算法工程师|视频智能算法|人脸识别,1-2万/月,,04-09发布
成都华迈通信技术有限公司,"成都市高新区天府软件园C区10号楼6楼（可乘118,102,115到终点站，可乘地铁一号线到天府五街C2出口）",成都,民营公司,"通信/电信/网络设备,计算机软件",150-500人,JAVA开发工程师（人工智能方向）,3-4年经验,本科,软件工程师,,1-1.6万/月,,04-09发布
中移物联网有限公司,成都市天府软件园C11-11,成都,国企,"通信/电信/网络设备,互联网/电子商务",1000-5000人,算法工程师--开放平台部,3-4年经验,本科,软件工程师,,1-1.5万/月,,04-10发布
成都费恩格尔微电子技术有限公司,天府软件园E区1号楼3层,成都-高新区,民营公司,电子技术/半导体/集成电路,50-150人,算法工程师-指纹方向,3-4年经验,硕士,其他,,0.8-1.6万/月,岗位职责:|1. 负责指纹识别算法设计和开发，持续改进和及时解决量产中出现的与算法相关的问题；|2. 负责算法白盒测试相关工作，撰写开发文档。|任职资格:|1.重点院校数学或计算机相关专业，硕士及以上学历；|2. 3年以上（含）算法开发经验，精通数字图象处理、模式识别等专业知识；|3. 熟练使用常用算法分析/仿真工具，精通C/C++语言和VS开发环境； |4. 有指纹识别领域相关开发经验者优先； |5. 良好的代码书写习惯和文档撰写能。,04-10发布
北京神州泰岳软件股份有限公司,成都,成都,上市公司,"计算机软件,互联网/电子商务",1000-5000人,助理算法工程师-鼎富科技-金融智能应用运营中心,1年经验,硕士,算法工程师,,0.8-1万/月,,04-09发布
深圳市精易迅科技有限公司,西芯大道3号国腾科技园1号楼203-2,成都-高新区,民营公司,"仪器仪表/工业自动化,机械/设备/重工",少于50人,三维算法工程师,1年经验,本科,算法工程师,三维|3D|算法|图像处理|机器视觉|研发,1-1.5万/月,"从事图像处理系统及3D相关算法的研究与开发| |职位要求：|1) 熟悉图像应用的通用算法,计算机,数学等相关专业本科以上学历；|2) 至少有如下方面一种算法开发经验即可；| |A.工业相机单镜头图像或者多镜头图像的捕获；|B.有一定的坐标系三维算法概念；会用Matlab或其他语言进行一些算法的矩阵模拟；|C.有IGS专业背景知识更好；|D.图像处理和三维图形学相关算法；|E. 对OpenCV或第三方点云处理库有一定了解；|F. 有应用GPU编程经验为佳；| |3) 一年以上C/C++开发经验；|4) 本职位可招聘实习生,  实习生无工作经验要求, 实习合格可转为正式员工。|公司网址：www.3doe.com|工作时间：五天八小时（8：30-18：00）|公司福利：|1、按国家相关规定依法缴纳社会保险和住房公积金；|2、年终分红；|3、每月绩效奖金和全勤奖金；|4、高端的内部培训；|5、享有团体商业意外险；|6、国家法定的有薪假期（法定节假日、婚假、丧假、产假、陪护假、病假、医疗期等）；|7、相关规定的带薪年假；|8、公司不定期组织各类活动，充分丰富员工的生活（如春游、秋游、年度旅游、生日Party、年会、羽毛球或乒乓球比赛活动、周末户外活动等）；|9、生日礼品及传统节日礼品套餐等。",04-10发布
上海登临科技有限公司,天府大道,成都-高新区,合资,计算机硬件,50-150人,人工智能/高性能计算处理器驱动开发工程师,1年经验,本科,软件工程师,,15-60万/年,    ,04-10发布
汇众天智科技,德源镇胜利北街217号（菁蓉镇）,成都-郫都区,创业公司,"计算机服务(系统、数据服务、维修),互联网/电子商务",50-150人,（实习）人工智能训练师(职位编号：1),无工作经验,大专,实习生,数据|实习|运营|人工智能,2-3千/月,要求：|1、专科及以上文凭（专业不限）|2、熟练操作电脑，掌握基本的office软件操作|3、有耐心，能有毅力，学习能力强|4、能保证稳定工作不少于一个月|5、薪酬：底薪+绩效|工作内容：|1、提供带薪培训，简单易做，要求有耐心，可以认真对待每一张图片、每一段语音、每一段文字。|2、需大量人员处理采集数据，以建立健全的人工智能，为机器模型标注数据集，协助优化，带薪培训可不限专业；|3、具体是对图片、文本或音频进行简单处理，如画出车道线，就是简单车道标注，对机器识别的语音内容做更正，判断机器回答的正误。|面试要求|-本人携带个人简历,04-10发布
