com_name:::com_addr:::com_area:::com_class:::com_trade:::com_size:::job_name:::job_exp:::job_edu:::job_class:::job_keyword:::job_pay:::job_info:::postdate
车旦生活四川总公司:::成都市武侯区高朋大道11号F座5楼:::成都:::民营公司:::互联网/电子商务,汽车及零配件:::150-500人:::语音信号处理算法工程师（实习）:::无工作经验:::本科:::语音/视频/图形开发工程师:::算法工程师|算法|语音|研发|matlab:::4-8千/月:::1、负责音频系统前端信号处理的算法的设计和实现|岗位要求：|1、大学本科及以上学历，通信及信号处理相关专业毕业，1年以上工作经验；|2、精通C/C++、matlab语言，熟练使用VisualStudio、matlab开发环境；|3、熟悉自适应滤波及相关语音信号谱分析技术，掌握Echo Cancellation，Noise Suppression、语音增强、阵列信号处理、声源分离等，有抗混响、Beamforming、语音增强算法的实际经验，能够根据实际产品需求评估并调整算法实现或者参数等；|4、了解采用深度学习进行语音信号处理的方法；|5、具备扎实的数学基础，数学推导能力，数字信号处理理论和实际经验；|6、有较强的分析问题和独立解决问题的能力；|7、有语音识别和阵列信号处理实际项目经验者优先 .:::04-06发布
四川金网通电子科技有限公司:::成都市高新西区百川路17号:::成都-高新区:::民营公司:::多元化业务集团公司,电子技术/半导体/集成电路:::1000-5000人:::深度学习/机器智能/算法工程师:::1年经验:::硕士:::算法工程师:::算法工程师|算法|人工智能|图像处理:::0.7-1.5万/月:::岗位职责：|1、研究机器学习、模式识别、机器智能相关的算法；|2、将算法应用于图像处理领域、数据分析的决策，解决实际工程问题。|任职要求：|1、硕士及以上学历，计算机、电子信息或软件等相关专业；本科学历须有3年及以上相关工作经验；|2、在统计机器学习领域（如深度神经网络、Boosting、概率统计、最优算法等）有深入的研究；|3、具有较强的算法实现能力，熟练掌握 C/C++ 编程，具有机器学习、人工智能、图像处理、神经网络相关实践经验者优先；|4、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情，具有良好的沟通能力和团队合作能力。|5、诚信、正直、有责任心。:::04-06发布
慧众行知科技（北京）有限公司:::武侯区武兴四路166号西部智谷D区2栋1单元603:::成都:::民营公司:::通信/电信/网络设备,计算机软件:::150-500人:::GPU算法工程师（中级）:::无工作经验:::本科:::通信技术工程师:::无线通信工程师:::0.6-1.5万/月:::1、 基于Matlab算法源码、C/C++算法源码，在GPU或MIC平台上实现通信和信号处理算法的并行化移植；|2、根据相关文献资料，独立完成算法原型的仿真和GPU或MIC平台上的并行实现；|3、对GPU并行代码进行分析和优化，达到技术指标要求。|职位要求：|1、 电子工程、通信工程、信号处理、应用数学、计算机等相关专业毕业，本科及以上学历；|2、 熟练掌握CUDA工具的使用，包括IDE开发环境（Visual Studio）和分析工具（Nsight）；|3、 熟悉CUDA C/C++，或OpenCL，或OpenACC等并行编程语言；|4、 有数字信号处理、通信信号处理算法移植和优化的工作经验者优先；|5、 有算法设计经验者优先；|6、 有嵌入式软件编程经验者优先；|7、 具有良好的团队协作精神、善于沟通，能吃苦耐劳，能承受工作压力；热爱工作，热爱生活。:::04-06发布
成都阜特科技股份有限公司:::高新区西区大道199号模具工业园C1:::成都:::民营公司:::新能源,电气/电力/水利:::150-500人:::控制算法工程师:::1年经验:::本科:::自动控制工程师/技术员:::算法工程师:::5-7千/月::::::04-06发布
四川恒立仁信商贸有限公司:::天府三街保利*星座7-611:::成都-高新区:::民营公司:::互联网/电子商务,批发/零售:::少于50人:::人工智能渠道销售:::1年经验:::大专:::渠道/分销专员:::渠道销售专员:::3.5-7千/月:::四川恒立仁信商贸有限公司主要从事人工智能，指纹密码锁销售，现面向社会招聘渠道销售经理数名。主要从事公司产品与商店对接及后期售后维护工作。|要求：有一定的销售经历，热爱销售行业，不怕吃苦敢于争取！|男女不限，年龄22周岁以上。爱看书，爱学习能吃苦有一定的语言组织能力。愿意通过自己的努力来改变自己！|公司产品：傲澜智伴儿童成长陪伴智能机器人，德国玛莎洛克指纹锁|工作时间：每周一至周五上午9:30正式上班，节假日休息！|月薪：底薪+提成+奖金+话补+交通补助+社保|面试地点：高新区天府三街保利*星座7-611|面试时间：周一至周五上午9:00-18:00（周末可预约）|联系电话：13880788028（陈）15928953077（黄）:::04-06发布
成都主导科技有限责任公司:::成都市青羊区蛟龙工业港A区45号:::成都:::民营公司:::交通/运输/物流,仪器仪表/工业自动化:::500-1000人:::数据挖掘算法工程师:::1年经验:::硕士:::算法工程师:::数据挖掘|整合分析|统计:::10-30万/年:::岗位职责：|1. 数据挖掘需求提取与方案；|  2. 负责大数据平台和外部数据的整合分析；|  3. 负责搭建挖掘模型、机器学习算法的具体实现；能够处理海量数据，快速得出结果及验证模型建立与验证。|任职条件：|1. 硕士以上学历，数学、或计算机等相关专业；|  2. 掌握数据挖掘技术和相关机器学习算法技术；|  3. 掌握基本的数据结构和算法；|  4. 具有良好的数学基础；|  5. 具有钻研和创造力，具有较强的专业英语读写能力，能够通过阅读论文学习最新算法和理论。:::04-06发布
北京世纪德辰通信技术有限公司:::成都市高新区吉泰路88号香年广场3号楼:::成都-高新区:::民营公司:::电子技术/半导体/集成电路,通信/电信/网络设备:::150-500人:::算法工程师:::无工作经验:::硕士:::无线通信工程师:::算法工程师|算法|通信|无线电|matlab|fpga|可年后入职:::0.8-1.5万/月:::岗位职责：|1、参与信号分析系统设计工作；|2、负责信号分析系统算法开发及仿真工作；|3、分析并解决案发过程中的技术问题；|4、配合实验工作，分析验证实验数据；|5、完成领导安排其他工作。|任职要求：|1、通信、电子、无线电及相关专业方向，硕士研究生及以上学历;|2、熟悉仿真工具和具备一定的编程能力；|3、具备信号处理理论基础，熟悉信号处理基本流程；|4、有较好的数字信号处理基础，熟悉FFT、数字滤波等相关原理；|5、具备良好的英语阅读能力。|我们是一家以无线电信号测试/监测技术应用开发为主营方向，集科研、生产、系统集成、销售及技术服务于一体的行业高科技产业实体。员工人数超200，年产值超5个亿，行业排名前三甲。我们是一支年轻、专业、有活力的团队，我们期待您的加入！| |1、能力有多高，舞台就有多大，在这里，您从不缺机会；|2、全方位的培训方案和完善的评级机制让您的职业晋升不再是难题；|3、入职即买五险一金，甩掉房贷压力，生活更加轻松；|4、餐补、交补、话补，全方位照顾您的生活，让您后顾无忧；|5、法律规定的我们一样不缺，法律没规定的我们样样齐全：7.5小时工作制、奖励性带薪休假、年底双薪、国内外旅游、节日礼金、健身俱乐部等等…| |1、请在线投递简历，切勿重复投递；|2、请根据职位说明匹配自身意愿及胜任条件，慎重投递；|3、我们将在一周内处理您的简历，合适者将会以电话方式通知面试。:::04-06发布
四川锦江电子科技有限公司:::成都市高新技术产业开发区武侯科技园武科东三路5号:::成都:::民营公司:::电子技术/半导体/集成电路,医疗设备/器械:::50-150人:::算法工程师:::无工作经验:::本科:::算法工程师:::软件工程师|算法|数学|C++:::10-25万/年:::岗位职责：|1、参与新产品设计开发；|2、负责数据分析、算法设计、软件仿真与实现；|3、负责撰写算法技术文档；|4、负责算法测试方案的制定。|任职要求：|1、信号处理、通信、电子、数学相关专业重点本科及以上学历；|2、擅长信号分析、数据处理、空间思维能力强；|3、精通常用算法分析仿真工具，精通matlab、visualC++；|4、具有良好的语言沟通能力及敬业精神，学习专研能力强，能在一定压力下工作。:::04-06发布
思澜科技（成都）有限公司:::成都市益州大道中段1800号G1座1801:::成都-高新区:::外资（非欧美）:::医疗设备/器械,电子技术/半导体/集成电路:::少于50人:::算法工程师（研发工程师）:::1年经验:::硕士:::算法工程师:::软件工程师|信号处理|统计|数据挖掘|周末双休|带薪年假|交通补助|话补|节日福利:::0.8-1.2万/月:::任职必需条件：|1、 计算机、电子、物理、数学等相关专业毕业，具有硕士学历，1年以上相关工作经验；|2、 精通MATLAB、C、C++编程；|任职优先条件：|1、 熟悉数字信号处理基本理论；|2、 对统计分析、数据挖掘，R语言等有经验者优先；|3、 良好的GPA和论文发表记录；|4、 具有很强的学习能力，能迅速掌握新的知识并运用到工作中；|5、 良好的工作态度和习惯，具有团队合作精神；|6、 具有优秀的文档组织和编写能力；|本职位面向全国招聘。 外地的合格应聘者公司提供面试所需往返机票和住宿费用；一经录用提供搬迁扶助资金。:::04-06发布
四川曙光集团:::成都市高新区天韵路18号曙光国际大厦26层:::成都-高新区:::民营公司:::通信/电信/网络设备:::150-500人:::算法工程师（接受应届生）:::无工作经验:::本科:::算法工程师:::太赫兹|光谱|峰位|图像:::4-8千/月:::岗位要求：|1、有图像识别项目经验，熟悉图像特征算法，模式匹配算法等；|2、对光学成像检测、光谱分析有一定了解；|3、图像处理、计算机视觉、模式识别、应用数学相关本科专业研究方向；|4、熟悉图形图像相关算法及代码实现；|5、良好的沟通能力及团队合作精神;|6、欢迎优秀应届生投递此岗位，专业要求为计算机技术、电子信息工程、数学及相关专业，本科及以上学历。:::04-04发布
四川物联亿达科技有限公司:::天晖路360号时代晶科1号2楼:::成都-高新区:::民营公司:::计算机软件:::150-500人:::C++算法工程师:::3-4年经验:::本科:::算法工程师:::高级软件工程师|C++|算法|图像处理|视觉处理:::1-1.5万/月::::::04-04发布
